4 SJW4Z 3.853,-5.7275 14 189 2 496.9 486 3 49 362 2 0 0 9 1 4 1 1 0
3 U67GG 3.4859,-4.7108 17 170 1 442.11 432 1 79 584 1 0 0 2 1 4 1 1 0
4 MQVT7 -1.3231,-7.9073 17 85 2 101.47 101.47 2 11 81 2 0 0 1 0 0 1 1 0
0 ZI78E -7.3745,-1.5853 25 118 2 478.61 478.61 3 69 510 1 0 0 1 1 2 1 1 0
5 LEO8G -5.9571,-8.9718 7 225 2 201.32 191 3 71 525 1 0 0 3 1 3 1 1 0
0 6DVX7 9.4830,-2.9607 4 77 1 378.1 368 3 99 732 1 0 0 3 1 2 1 1 0
5 KWJHY 4.2578,3.3875 16 67 2 152.66 142 2 97 717 3 0 0 4 0 0 1 1 0
1 ZL895RK 5.1015,2.6190 11902 152000 2 26700 15000 3 62 458 0 0 0 7 1 4 5 4 1
2 LJ711LY 0.6626,-7.9781 20703 148000 4 41200 23146 1 84 621 1 0 0 6 1 3 5 5 1
1 VL162CS 3.853,-5.7275 8380 81000 3 49200 27640 2 78 577 1 0 0 8 0 0 5 5 1
1 GZ454GG -3.8060,-6.8593 8413 127000 3 9000 5056 3 19 140 3 0 1 3 0 0 5 5 1
4 HR488OT 3.4859,-4.7108 25958 118000 3 11600 6516 3 1 7 0 0 0 6 1 2 5 5 1
4 DP23SA -6.6513,-1.7336 4442 175000 2 36900 20730 1 43 318 0 0 0 1 1 1 5 3 1
4 VW913VJ 3.954,0.6248 19045 243000 2 45700 25674 3 3 22 2 0 1 1 1 4 5 5 1
0 AC48BX -4.1087,0.5959 15431 149000 4 14400 8089 2 38 281 1 0 0 9 1 2 5 4 1
4 LF581BA 6.1793,0.2232 19877 229000 2 17800 10000 2 14 103 2 0 0 0 0 0 5 5 1
1 MB973AR -4.5634,-8.7007 18347 195000 2 47100 26460 3 37 273 0 0 0 2 1 2 2 3 1
1 DD111NS 9.4830,-2.9607 3419 126000 4 19500 10955 1 98 725 3 0 0 7 0 0 5 5 1
4 IN208LP 4.2578,3.3875 6311 147000 3 43500 24438 3 32 236 3 0 1 8 1 4 5 3 1
2 AU731NU 7.1965,-4.2541 19281 198000 2 29300 16460 3 9 66 2 0 0 2 0 0 5 3 1
3 OC257GJ 8.3816,-1.3268 24221 69000 3 14000 7865 3 13 96 1 0 0 8 1 4 2 4 1
1 XH794MQ -8.3196,1.7676 29252 160000 2 19800 11123 1 3 22 2 0 0 8 1 3 5 4 1
3 GT919IM -7.3745,-1.5853 220 138000 2 35900 20168 2 86 636 2 0 0 7 1 4 5 4 1
5 DU565UU -9.6268,-3.5308 12983 108000 2 37300 20955 3 38 281 1 0 0 9 0 0 5 5 1
1 SL428ES -7.8453,1.940 22080 240000 4 5000 2808 2 52 384 3 0 0 1 0 0 5 5 1
0 DM864UN -6.3286,9.2065 15457 155000 3 21000 11797 1 77 569 0 0 0 6 0 0 2 4 1
4 EO22WB -9.3626,2.5129 17046 116000 2 36100 20280 2 41 303 1 0 0 5 0 0 5 3 1
0 SO989HK -5.9571,-8.9718 4769 226000 3 22400 12584 3 38 281 2 0 0 1 0 0 5 3 1
5 PE219GO 5.3031,-4.4813 9257 129000 3 47400 26629 1 50 370 1 0 0 5 0 0 5 4 1
0 OA939OE -6.1867,-7.8468 6324 245000 3 33400 18764 1 38 281 2 0 0 3 0 0 5 3 1
1 KT756CZ 2.7486,-4.6150 14777 189000 2 49600 27865 2 71 525 3 0 0 7 1 4 5 4 1
5 VT550JH -1.3231,-7.9073 27858 170000 4 44200 24831 2 6 44 1 0 1 1 1 4 2 4 1
0 WN838KD 1.9281,-8.8326 5112 85000 4 10100 5674 3 25 185 0 0 1 9 0 0 5 4 1
0 HF643BV -9.3994,9.5705 18770 118000 2 47800 26853 3 89 658 2 0 0 3 1 2 5 4 1
3 IU233CT -9.2906,-5.8089 5082 225000 4 20100 11292 3 64 473 2 0 0 8 1 3 5 3 1
3 EW902EL -85.7985,53.5773 28592 77000 3 37800 21235 2 75 555 1 0 0 9 1 2 5 5 1
2 BO596SM 6.4847,3.5324 11363 67000 4 15200 8539 2 9 66 0 0 1 6 0 0 5 5 1
4 232LPY -85.7985,53.5773 10 30 2 37 37 2 92 680 3 0 0 5 1 4 1 1 2
4 947FIU -4.5634,-8.7007 3 29 1 57 57 2 2 14 0 0 0 5 1 3 1 1 2
4 389GMM 1.9281,-8.8326 8 16 1 68 68 2 68 503 0 0 1 9 0 0 1 1 2
2 442REU -3.8060,-6.8593 1 25 2 12 12 1 46 340 1 0 0 7 0 0 1 1 2
0 956TUQ -9.6268,-3.5308 6 23 1 16 16 3 45 333 1 0 0 6 1 2 1 1 2
0 345YNK -9.3626,2.5129 6 35 2 51 51 1 70 518 0 0 1 8 1 1 1 1 2
1 622GXK 5.1015,2.6190 7 48 1 63 63 2 54 399 2 0 0 6 1 4 1 1 2
3 782HBP 5.3031,-4.4813 2 29 1 20 20 3 57 421 1 0 0 5 1 2 1 1 2
5 385PCV -4.1087,0.5959 6 45 2 24 24 2 12 88 0 0 0 8 0 0 1 1 2
2 938MOO 0.6626,-7.9781 1 39 2 65 65 3 96 710 0 0 1 5 1 2 1 1 2
0 35KHT 3.954,0.6248 1 25 1 27 27 3 98 725 1 0 0 0 0 0 1 1 2
1 877VIF -9.2906,-5.8089 1 29 1 60 60 1 35 259 3 0 0 0 1 4 1 1 2
4 41WVL -7.8453,1.940 0 39 2 40 40 1 67 495 1 0 0 1 0 0 1 1 2
3 653WBF -6.1867,-7.8468 3 13 2 50 50 3 22 162 0 0 0 8 1 4 1 1 2
0 720LWU -8.3196,1.7676 2 32 2 27 27 2 21 155 0 0 0 9 1 3 1 1 2
2 113LUL -6.6513,-1.7336 0 27 2 50 50 3 24 177 0 0 0 4 1 4 1 1 2
1 436FMJ -6.3286,9.2065 9 21 2 51 51 2 92 680 0 0 0 0 0 0 1 1 2
0 321GNW 6.1793,0.2232 0 48 2 7 7 1 60 444 3 0 0 5 0 0 1 1 2
3 252BFT -9.3994,9.5705 3 31 1 29 29 1 94 695 2 0 0 9 0 0 1 1 2
3 597IPN 6.4847,3.5324 10 23 2 50 50 2 99 732 0 0 0 5 0 0 1 1 2
5 1QQJ 7.1965,-4.2541 6 45 2 31 31 3 26 192 1 0 0 2 0 0 1 1 2
2 399OEK 8.3816,-1.3268 1 25 2 65 65 3 71 525 3 0 0 9 0 0 1 1 2
4 996IRN 2.7486,-4.6150 8 49 1 46 46 1 63 466 3 0 0 9 0 0 1 1 2
4 931NRP 3.853,-5.7275 2 37 2 55 55 3 31 229 2 0 0 0 1 4 1 1 2
3 144WTN 3.4859,-4.7108 1 34 1 61 61 1 3 22 0 0 0 9 1 4 1 1 2
4 542FKS -1.3231,-7.9073 7 17 2 14 14 2 1 7 3 0 1 5 0 0 1 1 2
0 527NUU -7.3745,-1.5853 1 23 2 66 66 3 87 643 1 0 0 6 1 2 1 1 2
5 55WOE -5.9571,-8.9718 9 45 2 27 27 3 83 614 0 0 1 2 1 3 1 1 2
0 944KCF 9.4830,-2.9607 3 15 1 69 69 3 24 177 2 0 1 5 1 2 1 1 2
5 506RCD 4.2578,3.3875 5 13 2 21 21 2 83 614 2 0 0 0 0 0 1 1 2
4 WE13991 -85.7985,53.5773 45 105 2 140 140 2 83 614 0 0 0 6 1 4 2 2 3
4 OM96206 -4.5634,-8.7007 20 101 1 216 216 2 86 636 1 0 0 7 1 3 2 2 3
4 DM77474 1.9281,-8.8326 38 56 1 258 258 2 97 717 1 0 0 3 0 0 1 2 3
2 TI19992 -3.8060,-6.8593 13 87 2 45 45 1 14 103 2 0 0 1 0 0 1 2 3
0 GJ75406 -9.6268,-3.5308 31 80 1 60 60 3 24 177 1 0 0 7 1 2 1 2 3
0 MG70277 -9.3626,2.5129 31 122 2 193 193 1 93 688 0 0 0 0 1 1 2 2 3
1 AY24235 5.1015,2.6190 34 168 1 239 239 2 74 547 3 0 0 5 1 4 1 2 3
3 MY89731 5.3031,-4.4813 17 101 1 76 76 3 86 636 2 0 0 5 1 2 1 2 3
5 HQ44204 -4.1087,0.5959 31 157 2 91 91 2 94 695 1 0 0 8 0 0 2 2 3
2 HW60586 0.6626,-7.9781 13 136 2 247 247 3 17 125 1 0 0 5 1 2 2 2 3
0 AM66233 3.954,0.6248 13 87 1 102 102 3 20 148 1 0 1 9 0 0 1 2 3
1 LI72876 -9.2906,-5.8089 13 101 1 228 228 1 90 666 0 0 0 4 1 4 2 2 3
4 KU69984 -7.8453,1.940 10 136 2 152 152 1 27 199 3 0 1 6 0 0 2 2 3
3 HH38183 -6.1867,-7.8468 20 45 2 190 190 3 14 103 2 0 0 1 1 4 1 2 3
0 SP31397 -8.3196,1.7676 17 112 2 102 102 2 19 140 3 0 1 3 1 3 1 2 3
2 KO92561 -6.6513,-1.7336 10 94 2 190 190 3 55 407 1 0 0 4 1 4 2 2 3
1 XX63454 -6.3286,9.2065 41 73 2 193 193 2 49 362 0 0 0 3 0 0 2 2 3
0 OH78181 6.1793,0.2232 10 168 2 26 26 1 2 14 3 0 1 2 0 0 1 2 3
3 IJ50899 -9.3994,9.5705 20 108 1 110 110 1 2 14 1 0 1 1 0 0 2 2 3
3 KC19141 6.4847,3.5324 45 80 2 190 190 2 47 347 1 0 0 5 0 0 2 2 3
5 NK66600 7.1965,-4.2541 31 157 2 117 117 3 49 362 0 0 0 8 0 0 1 2 3
2 JX97982 8.3816,-1.3268 13 87 2 247 247 3 53 392 3 0 0 1 0 0 1 2 3
4 CS49227 2.7486,-4.6150 38 171 1 174 174 1 64 473 3 0 0 5 0 0 2 2 3
4 QI24812 3.853,-5.7275 17 129 2 209 209 3 90 666 2 0 0 4 1 4 2 2 3
3 QC49117 3.4859,-4.7108 13 119 1 231 231 1 33 244 0 0 0 4 1 4 2 2 3
4 NU33554 -1.3231,-7.9073 34 59 2 53 53 2 24 177 1 0 0 3 0 0 1 2 3
0 JS58979 -7.3745,-1.5853 13 80 2 250 250 3 16 118 2 0 0 9 1 2 1 2 3
5 JO71619 -5.9571,-8.9718 41 157 2 102 102 3 61 451 1 0 0 1 1 3 1 2 3
0 MP58864 9.4830,-2.9607 20 52 1 262 262 3 74 547 2 0 0 1 1 2 1 2 3
5 AD1530 4.2578,3.3875 27 45 2 79 79 2 74 547 1 0 0 9 0 0 2 2 3
